age,gender,r_white,r_black,r_hispanic,r_asian,r_native,househd_size,have_child,have_elder,income,edu,owner,pets,ht_single_fam,ht_mobile,ht_condo,hm_wood,hm_brick_cement,coast_dist,heard_order,od_voluntary,od_mandatory,know_evac_zone,ez_in_zone,ez_not_in_zone,src_local_radio,src_local_tv,src_cable_cnn,src_cable_weather_channel,src_cable_other,src_internet,importance_nhc,importance_local_media,trust_local_media,seek_local_weather_office,see_track_map,concern_wind,concern_fld_surge,concern_fld_rainfall,concern_tornado,sf_cat4_water,sf_cat4_wind_water,sf_cat3_water,sf_cat3_wind_water,sf_cat2_water,sf_cat2_wind_water,evac
44.0,1,1,0,0,0,0,3.0,1.0,0.0,0.0,0,0,1,1,0,0,1,0,1.34210213579,0.0,0,0,1,0,1,3,0,0,0,0,0,2.0,2.0,1.0,0.0,1.0,2.0,0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0
44.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,0,1,0,0,0,1,0.165333745235,1.0,0,1,1,1,0,3,0,0,3,0,0,2.0,0.0,1.0,1.0,1.0,2.0,0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
43.0,1,1,0,0,0,0,2.0,0.0,1.0,0.0,0,1,0,1,0,0,1,0,28.195277085,1.0,1,0,0,0,0,3,3,3,3,3,0,2.0,2.0,1.0,1.0,1.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0
25.0,1,1,0,0,0,0,3.0,0.0,0.0,1.0,0,1,1,0,0,1,0,0,1.53953288829,1.0,0,1,1,1,0,1,1,3,3,0,0,2.0,1.0,0.0,1.0,1.0,0.0,0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0
22.0,1,1,0,0,0,0,3.0,1.0,0.0,0.0,1,1,1,0,1,0,0,0,30.9561247065,1.0,1,0,1,1,0,3,3,0,0,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0
49.0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,6.10903499649,1.0,1,0,1,1,0,3,2,3,2,2,0,2.0,2.0,1.0,1.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0
71.0,0,1,0,0,0,0,2.0,0.0,0.0,0.0,1,1,1,1,0,0,0,1,1.61298739721,0.0,0,0,0,0,0,3,3,0,3,3,0,2.0,2.0,1.0,0.0,1.0,1.0,0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0
48.0,1,1,0,0,0,0,3.0,0.0,0.0,1.0,1,0,1,1,0,0,1,0,4.88240194821,1.0,1,0,1,1,0,2,2,2,2,2,0,2.0,2.0,1.0,0.0,1.0,0.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0
43.0,0,1,0,0,0,0,6.0,1.0,1.0,1.0,1,1,1,1,0,0,1,0,14.1022955757,0.0,0,0,1,1,0,0,3,0,3,0,0,2.0,2.0,1.0,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
47.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,0,1,1,1,0,0,1,0,0.923735829039,1.0,1,0,1,1,0,0,1,1,3,0,0,2.0,1.0,1.0,1.0,1.0,1.0,2,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1
67.0,0,1,0,0,0,0,3.0,0.0,0.0,1.0,0,1,1,1,0,0,0,1,0.165333745235,0.0,0,0,1,1,0,3,3,3,3,3,0,2.0,2.0,1.0,0.0,1.0,2.0,2,2.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,0
37.0,0,1,0,0,0,0,2.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,12.7586727085,0.0,0,0,1,1,0,3,3,3,0,0,0,2.0,2.0,1.0,0.0,1.0,2.0,2,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1
64.0,1,1,0,0,0,0,3.0,0.0,0.0,0.0,1,1,1,1,0,0,1,0,2.46335658352,0.0,0,0,0,0,0,3,3,3,3,3,0,2.0,2.0,1.0,1.0,1.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
45.0,1,0,1,0,0,0,3.0,1.0,0.0,0.0,0,0,0,0,0,1,0,0,1.00987323199,0.0,0,0,1,0,1,3,3,3,3,2,0,2.0,2.0,1.0,0.0,1.0,2.0,2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1
49.0,0,1,0,0,0,0,4.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,1.00987323199,0.0,0,0,1,1,0,3,0,0,3,0,0,2.0,2.0,1.0,1.0,1.0,2.0,0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0
63.0,0,1,0,0,0,0,2.0,0.0,0.0,0.0,0,1,1,1,0,0,0,1,24.3022342819,0.0,0,0,1,1,0,3,3,0,3,3,0,2.0,2.0,1.0,1.0,1.0,2.0,0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0
63.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,1,1,0,0,0,1,14.1022955757,0.0,0,0,1,0,1,3,3,2,2,0,0,2.0,2.0,1.0,0.0,1.0,2.0,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0
64.0,1,1,0,0,0,0,3.0,0.0,0.0,1.0,1,1,1,1,0,0,0,1,12.7586727085,0.0,0,0,0,0,0,0,3,0,3,0,0,1.0,1.0,1.0,0.0,1.0,0.0,0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0
42.0,0,1,0,0,0,0,3.0,1.0,0.0,0.0,0,0,1,1,0,0,0,1,1.86591274655,0.0,0,0,1,1,0,0,3,0,0,3,0,2.0,2.0,1.0,0.0,1.0,2.0,0,1.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0
84.0,1,1,0,0,0,0,2.0,0.0,1.0,1.0,0,1,0,1,0,0,1,0,1.53953288829,0.0,0,0,1,1,0,2,0,3,3,3,0,2.0,2.0,1.0,0.0,1.0,2.0,2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
69.0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0,1,1,1,0,0,0,1,2.34033202078,1.0,1,0,1,1,0,2,1,3,3,2,0,2.0,2.0,1.0,0.0,1.0,2.0,0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1
54.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,1,1,0,0,0,1,2.56803515393,0.0,0,0,1,0,1,3,3,1,1,3,0,1.0,2.0,1.0,1.0,1.0,2.0,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0
37.0,1,1,0,0,0,0,4.0,1.0,0.0,1.0,1,0,0,1,0,0,1,0,0.284234070297,1.0,0,1,1,1,0,1,2,1,0,1,3,2.0,2.0,1.0,1.0,1.0,0.0,2,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
49.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,1,1,0,0,0,1,2.02333718579,0.0,0,0,1,0,1,3,3,0,3,0,1,2.0,2.0,1.0,1.0,1.0,2.0,0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1
57.0,0,1,0,0,0,0,3.0,0.0,0.0,0.0,0,1,1,1,0,0,1,0,3.67286224885,0.0,0,0,1,1,0,0,3,3,3,3,0,2.0,2.0,1.0,0.0,1.0,2.0,0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0
67.0,0,1,0,0,0,0,2.0,0.0,0.0,0.0,0,1,0,1,0,0,1,0,12.7586727085,0.0,0,0,0,0,0,0,3,0,0,0,0,1.0,2.0,1.0,1.0,1.0,2.0,0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0
46.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,0,1,0,1,0,0,0,1,0.728852638111,1.0,0,1,1,1,0,3,1,2,3,1,2,2.0,1.0,1.0,0.0,1.0,2.0,1,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1
33.0,1,0,0,0,0,0,1.0,0.0,0.0,0.0,0,1,0,1,0,0,0,1,6.41765787353,0.0,0,0,1,0,1,3,3,0,1,1,1,2.0,2.0,1.0,0.0,1.0,2.0,0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0
46.0,1,0,0,0,1,0,2.0,0.0,0.0,1.0,0,1,1,1,0,0,1,0,23.8593795428,0.0,0,0,0,0,0,3,3,3,3,3,3,1.0,1.0,1.0,1.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0
29.0,0,1,0,0,0,0,5.0,1.0,0.0,1.0,0,1,1,1,0,0,1,0,6.41765787353,0.0,0,0,0,0,0,0,2,0,0,3,0,2.0,1.0,1.0,1.0,1.0,1.0,2,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0
26.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,1,0,1,1,0,0,1,0,35.6183845476,0.0,0,0,1,1,0,2,3,0,3,2,0,2.0,2.0,1.0,0.0,1.0,2.0,0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0
63.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,1,1,0,0,0,1,12.7586727085,0.0,0,0,1,0,1,0,3,0,2,3,2,2.0,2.0,1.0,0.0,1.0,2.0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
77.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,0,1,0,0,0,1,2.56803515393,0.0,0,0,1,1,0,2,2,2,2,0,0,2.0,2.0,1.0,0.0,1.0,2.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
18.0,1,1,0,0,0,0,4.0,0.0,1.0,0.0,0,0,0,0,0,0,0,0,19.9685622058,0.0,0,0,0,0,0,3,2,0,3,1,1,1.0,2.0,1.0,0.0,1.0,1.0,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0
44.0,0,1,0,0,0,0,4.0,1.0,0.0,1.0,1,1,1,1,0,0,1,0,0.923735829039,0.0,0,0,1,1,0,3,3,3,3,1,0,2.0,2.0,1.0,0.0,1.0,2.0,0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0
64.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,0,1,0,1,0,0,0,1,1.53953288829,0.0,0,0,1,0,1,3,3,0,3,3,3,1.0,1.0,1.0,0.0,1.0,2.0,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0
44.0,1,1,0,0,0,0,6.0,1.0,0.0,0.0,0,1,1,1,0,0,0,1,0.473529451921,1.0,1,0,1,1,0,0,1,0,3,3,0,2.0,2.0,1.0,0.0,1.0,2.0,0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
53.0,0,1,0,0,0,0,3.0,1.0,0.0,1.0,0,1,1,1,0,0,1,0,0.923735829039,1.0,0,1,1,1,0,0,2,0,3,0,2,2.0,1.0,1.0,0.0,1.0,2.0,0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,1
49.0,1,1,0,0,0,0,5.0,1.0,0.0,1.0,1,1,1,1,0,0,0,1,14.7458777664,0.0,0,0,0,0,0,3,3,0,1,1,0,2.0,2.0,1.0,0.0,1.0,2.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
30.0,1,0,0,0,1,0,4.0,1.0,0.0,1.0,0,1,1,1,0,0,0,1,0.827932450894,1.0,1,0,1,1,0,3,3,0,2,0,0,2.0,2.0,1.0,0.0,1.0,1.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
59.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,1,1,0,0,0,1,4.88240194821,1.0,0,1,1,1,0,3,0,0,3,3,0,1.0,2.0,1.0,1.0,1.0,0.0,1,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0
51.0,1,1,0,0,0,0,2.0,0.0,0.0,0.0,0,1,1,1,0,0,0,1,14.1022955757,0.0,0,0,1,0,1,1,1,3,3,1,0,2.0,2.0,0.0,0.0,1.0,2.0,0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0
43.0,1,0,1,0,0,0,4.0,1.0,0.0,1.0,0,1,0,1,0,0,0,1,19.9685622058,0.0,0,0,0,0,0,0,1,3,3,3,0,2.0,1.0,1.0,0.0,1.0,1.0,0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0
69.0,1,1,0,0,0,0,2.0,0.0,0.0,0.0,0,0,1,1,0,0,1,0,1.11590786616,0.0,0,0,1,1,0,0,0,0,3,2,0,2.0,0.0,0.0,0.0,1.0,1.0,1,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1
28.0,1,1,0,0,0,0,5.0,1.0,0.0,0.0,0,1,0,0,0,0,0,0,19.9685622058,0.0,0,0,0,0,0,2,3,0,1,1,0,1.0,1.0,1.0,0.0,1.0,0.0,0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0
66.0,0,0,0,0,1,0,2.0,0.0,0.0,0.0,0,1,1,1,0,0,0,1,1.86591274655,0.0,0,0,0,0,0,3,3,1,1,3,0,2.0,2.0,1.0,0.0,1.0,1.0,1,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
67.0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.34210213579,1.0,1,0,1,1,0,3,3,1,3,0,0,2.0,2.0,1.0,0.0,1.0,2.0,0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1
56.0,0,0,1,0,0,0,2.0,0.0,0.0,0.0,0,1,1,1,0,0,0,1,23.8593795428,0.0,0,0,1,1,0,3,3,3,3,3,0,2.0,2.0,1.0,0.0,1.0,2.0,2,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0
30.0,0,1,0,0,0,0,1.0,0.0,0.0,1.0,0,1,1,1,0,0,0,1,0.827932450894,0.0,0,0,1,1,0,0,0,0,3,0,1,2.0,0.0,0.0,0.0,1.0,1.0,0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1
23.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,1,0,1,0,1,0,0,0,1.53953288829,1.0,1,0,1,0,1,3,3,0,2,1,3,2.0,2.0,1.0,0.0,1.0,2.0,2,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0
60.0,0,1,0,0,0,0,3.0,0.0,0.0,0.0,1,1,1,1,0,0,0,1,2.56803515393,0.0,0,0,0,0,0,3,3,0,0,3,0,2.0,2.0,1.0,0.0,1.0,2.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
39.0,1,1,0,0,0,0,3.0,1.0,0.0,0.0,0,1,1,0,1,0,0,0,19.9685622058,0.0,0,0,0,0,0,2,3,0,0,0,0,2.0,2.0,1.0,0.0,1.0,2.0,0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0
66.0,0,1,0,0,0,0,2.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0,1.50338764002,1.0,1,0,1,1,0,0,1,1,1,1,0,1.0,1.0,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0
39.0,0,1,0,0,0,0,4.0,1.0,0.0,1.0,0,1,1,1,0,0,1,0,19.9685622058,0.0,0,0,0,0,0,1,3,3,3,3,3,2.0,2.0,1.0,1.0,1.0,2.0,0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0
40.0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,3.67286224885,0.0,0,0,1,1,0,2,3,0,1,0,0,2.0,2.0,1.0,0.0,1.0,1.0,2,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1
62.0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,1,0,1,0,1,0,0,0,1.00987323199,0.0,0,0,1,1,0,3,3,1,3,3,1,2.0,2.0,1.0,0.0,1.0,0.0,2,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0
70.0,0,1,0,0,0,0,2.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,12.7586727085,1.0,0,1,0,0,0,0,3,1,1,1,0,2.0,2.0,1.0,0.0,1.0,1.0,0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1
43.0,1,1,0,0,0,0,4.0,1.0,0.0,1.0,1,1,1,1,0,0,0,1,1.53953288829,1.0,1,0,1,1,0,0,2,2,3,0,0,2.0,2.0,1.0,0.0,1.0,2.0,2,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
67.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,1,1,0,0,1,0,1.00987323199,0.0,0,0,1,0,1,0,2,0,3,0,3,0.0,2.0,1.0,0.0,1.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
63.0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,1.60805204199,0.0,0,0,1,1,0,0,3,0,3,0,2,2.0,2.0,0.0,1.0,1.0,2.0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
52.0,0,1,0,0,0,0,2.0,0.0,0.0,0.0,0,1,1,1,0,0,0,1,14.1022955757,0.0,0,0,1,0,1,3,3,0,3,3,0,2.0,2.0,1.0,0.0,1.0,2.0,0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0
62.0,0,1,0,0,0,0,2.0,0.0,0.0,1.0,0,1,1,1,0,0,0,1,0.637891303846,0.0,0,0,1,1,0,3,1,0,1,1,2,2.0,2.0,1.0,1.0,1.0,1.0,1,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
61.0,0,1,0,0,0,0,2.0,0.0,0.0,0.0,0,1,1,1,0,0,0,0,27.9075550748,1.0,1,0,1,1,0,0,3,3,3,0,0,2.0,2.0,1.0,0.0,1.0,1.0,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
57.0,0,1,0,0,0,0,1.0,0.0,0.0,0.0,0,1,1,1,0,0,0,1,23.8593795428,0.0,0,0,1,0,1,0,3,0,2,2,3,2.0,2.0,1.0,1.0,1.0,2.0,0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0
51.0,1,1,0,0,0,0,3.0,0.0,0.0,1.0,0,1,1,1,0,0,0,1,1.61298739721,0.0,0,0,1,0,1,0,2,3,3,0,0,2.0,2.0,1.0,0.0,1.0,0.0,0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0
37.0,0,1,0,0,0,0,5.0,1.0,0.0,0.0,0,1,1,1,0,0,1,0,32.0277527397,0.0,0,0,1,0,1,2,2,0,0,0,0,1.0,2.0,1.0,0.0,1.0,1.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
70.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,0,1,1,1,0,0,0,1,14.1022955757,0.0,0,0,0,0,0,3,3,0,3,3,0,2.0,2.0,1.0,1.0,1.0,2.0,2,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0
62.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,1,1,1,0,0,0,0,0,4.19583371076,0.0,0,0,1,1,0,0,0,2,2,0,0,2.0,1.0,0.0,0.0,1.0,0.0,0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0
54.0,1,1,0,0,0,0,2.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,24.3022342819,1.0,1,0,1,1,0,3,3,0,3,0,0,2.0,2.0,1.0,1.0,1.0,2.0,0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1
67.0,0,1,0,0,0,0,3.0,1.0,0.0,1.0,1,1,1,1,0,0,0,1,3.67286224885,0.0,0,0,1,1,0,3,3,0,3,2,0,2.0,2.0,1.0,0.0,1.0,2.0,1,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0
18.0,0,1,0,0,0,0,4.0,0.0,0.0,0.0,0,1,1,1,0,0,0,1,14.1022955757,1.0,1,0,1,1,0,3,3,0,2,2,0,2.0,2.0,1.0,0.0,1.0,2.0,1,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0
18.0,1,1,0,0,0,0,4.0,1.0,0.0,1.0,0,0,1,1,0,0,0,1,2.06723927197,1.0,1,0,1,0,1,1,3,0,0,0,1,0.0,0.0,1.0,0.0,1.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
74.0,1,1,0,0,0,0,2.0,0.0,1.0,0.0,0,1,1,1,0,0,0,1,0.52534680485,0.0,0,0,1,1,0,0,1,3,3,1,0,2.0,2.0,1.0,0.0,0.0,2.0,0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0
52.0,1,1,0,0,0,0,1.0,0.0,0.0,1.0,1,1,1,1,0,0,0,1,12.7586727085,0.0,0,0,0,0,0,1,3,0,3,0,0,2.0,1.0,1.0,0.0,1.0,2.0,0,0.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0
46.0,1,1,0,0,0,0,4.0,1.0,0.0,1.0,1,1,0,1,0,0,1,0,1.00987323199,0.0,0,0,1,1,0,1,3,0,0,1,3,2.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0
80.0,0,1,0,0,0,0,1.0,0.0,0.0,1.0,0,1,1,1,0,0,0,1,23.8593795428,0.0,0,0,0,0,0,3,1,3,3,3,0,2.0,2.0,1.0,0.0,1.0,2.0,0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
42.0,0,1,0,0,0,0,2.0,1.0,0.0,0.0,0,0,1,1,0,0,0,1,3.67286224885,0.0,0,0,0,0,0,3,0,0,1,0,0,0.0,0.0,1.0,0.0,1.0,0.0,0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0
61.0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0,1,1,1,0,0,0,1,3.41658813867,0.0,0,0,1,0,1,1,3,1,3,2,0,2.0,2.0,1.0,0.0,1.0,1.0,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0
50.0,0,1,0,0,0,0,4.0,0.0,0.0,1.0,0,1,1,0,1,0,0,0,23.8593795428,0.0,0,0,1,1,0,2,3,3,3,3,0,2.0,2.0,1.0,1.0,1.0,2.0,0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0
42.0,0,1,0,0,0,0,2.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,35.6183845476,0.0,0,0,0,0,0,0,0,0,1,0,0,2.0,2.0,1.0,1.0,1.0,1.0,0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0
35.0,1,1,0,0,0,0,4.0,1.0,0.0,0.0,0,1,1,1,0,0,1,0,1.11590786616,0.0,0,0,1,1,0,2,1,0,2,0,2,1.0,2.0,1.0,1.0,1.0,1.0,1,2.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0
62.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,0,1,1,1,0,0,0,1,12.7586727085,1.0,1,0,1,0,1,0,3,0,0,0,0,2.0,2.0,1.0,1.0,1.0,1.0,0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0
38.0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.53953288829,1.0,0,1,1,1,0,1,1,3,3,1,1,2.0,2.0,0.0,0.0,1.0,2.0,2,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1
36.0,0,0,0,1,0,0,4.0,1.0,0.0,1.0,0,1,1,1,0,0,0,1,20.569203971,1.0,0,1,0,0,0,3,3,3,3,3,1,2.0,2.0,1.0,1.0,1.0,2.0,0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0
31.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,1,0,1,1,0,0,1,0,4.88240194821,1.0,0,1,1,1,0,0,3,0,0,0,3,2.0,2.0,1.0,1.0,1.0,0.0,1,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0
27.0,0,1,0,0,0,0,3.0,1.0,0.0,1.0,1,1,1,1,0,0,0,1,6.41765787353,0.0,0,0,1,0,1,3,3,1,3,1,1,2.0,2.0,1.0,1.0,1.0,2.0,0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,1.0,0
43.0,0,1,0,0,0,0,2.0,1.0,0.0,1.0,0,1,1,1,0,0,0,0,19.9685622058,0.0,0,0,1,1,0,0,3,3,3,3,0,2.0,2.0,1.0,1.0,1.0,2.0,0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1
35.0,1,1,0,0,0,0,4.0,1.0,0.0,1.0,1,1,1,1,0,0,0,1,6.41765787353,1.0,1,0,1,0,1,0,0,0,2,1,2,2.0,0.0,0.0,1.0,0.0,2.0,0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1
30.0,0,1,0,0,0,0,4.0,1.0,0.0,1.0,0,1,0,1,0,0,0,1,0.923735829039,0.0,0,0,1,1,0,1,3,0,1,0,3,2.0,2.0,1.0,1.0,1.0,2.0,0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1
80.0,1,1,0,0,0,0,2.0,0.0,1.0,1.0,0,1,0,0,0,1,0,0,2.34033202078,0.0,0,0,0,0,0,1,2,0,3,3,1,2.0,2.0,0.0,0.0,1.0,0.0,0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1
62.0,1,1,0,0,0,0,4.0,1.0,0.0,1.0,0,1,0,1,0,0,0,1,1.00987323199,0.0,0,0,1,0,1,0,0,1,0,1,0,2.0,2.0,1.0,1.0,1.0,2.0,0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0
59.0,1,1,0,0,0,0,4.0,0.0,1.0,0.0,1,1,1,1,0,0,0,1,0.473529451921,0.0,0,0,1,0,1,3,3,3,3,3,1,2.0,2.0,1.0,0.0,1.0,2.0,0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0
50.0,1,1,0,0,0,0,3.0,0.0,0.0,1.0,1,1,1,1,0,0,1,0,0.284234070297,0.0,0,0,1,1,0,1,2,0,2,2,1,2.0,1.0,1.0,0.0,1.0,1.0,0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0
43.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,0,1,1,1,0,0,0,1,0.923735829039,0.0,0,0,1,0,1,3,2,1,3,1,0,2.0,2.0,1.0,1.0,1.0,2.0,0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0
54.0,1,1,0,0,0,0,1.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,12.7586727085,0.0,0,0,1,1,0,3,3,0,2,0,1,2.0,1.0,1.0,1.0,1.0,2.0,2,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
56.0,1,1,0,0,0,0,2.0,0.0,0.0,1.0,0,1,0,1,0,0,1,0,1.00987323199,0.0,0,0,1,1,0,0,3,0,3,3,0,2.0,2.0,1.0,0.0,1.0,2.0,1,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0
57.0,1,1,0,0,0,0,3.0,0.0,0.0,1.0,1,1,1,1,0,0,0,1,12.7586727085,0.0,0,0,0,0,0,0,3,0,3,3,0,2.0,2.0,1.0,0.0,1.0,1.0,0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0
